backbone,donor,target,delta_nll,kl,C_forward
Llama-3.2-3B,18,13,0.20703125,0.22300050593912601,0.430031755939126
Llama-3.2-3B,21,10,0.197265625,0.23300770670175552,0.4302733317017555
Llama-3.2-3B,6,13,0.2060546875,0.22458025626838207,0.4306349437683821
Llama-3.2-3B,9,13,0.201171875,0.22948377206921577,0.4306556470692158
Llama-3.2-3B,6,16,0.2080078125,0.22286258824169636,0.43087040074169636
Llama-3.2-3B,13,27,0.193359375,0.23827030137181282,0.4316296763718128
Llama-3.2-3B,17,13,0.20947265625,0.22240052744746208,0.4318731836974621
Llama-3.2-3B,2,16,0.2109375,0.22101416625082493,0.43195166625082493
Llama-3.2-3B,22,10,0.1982421875,0.2337467111647129,0.4319888986647129
Llama-3.2-3B,2,6,0.21435546875,0.21805765852332115,0.43241312727332115
Llama-3.2-3B,20,15,0.2119140625,0.22054271399974823,0.43245677649974823
Llama-3.2-3B,19,25,0.240234375,0.19260064512491226,0.43283502012491226
Llama-3.2-3B,8,27,0.197265625,0.2357111182063818,0.4329767432063818
Llama-3.2-3B,4,15,0.20751953125,0.22569948807358742,0.4332190193235874
Llama-3.2-3B,13,10,0.203125,0.23091750033199787,0.43404250033199787
Llama-3.2-3B,5,15,0.208984375,0.22519280761480331,0.4341771826148033
Llama-3.2-3B,14,12,0.21044921875,0.2244105525314808,0.4348597712814808
Llama-3.2-3B,6,15,0.21337890625,0.2217752616852522,0.4351541679352522
Llama-3.2-3B,21,16,0.20849609375,0.22750231996178627,0.43599841371178627
Llama-3.2-3B,6,12,0.212890625,0.2231095191091299,0.4360001441091299
Llama-3.2-3B,17,10,0.20166015625,0.23437192104756832,0.4360320772975683
Llama-3.2-3B,5,12,0.20849609375,0.22770305536687374,0.43619914911687374
Llama-3.2-3B,14,13,0.21484375,0.22139176912605762,0.4362355191260576
Llama-3.2-3B,24,17,0.20751953125,0.2294718660414219,0.4369913972914219
Llama-3.2-3B,22,11,0.21630859375,0.22132990695536137,0.43763850070536137
Llama-3.2-3B,9,18,0.2119140625,0.22611839696764946,0.43803245946764946
Llama-3.2-3B,2,27,0.19775390625,0.24047938734292984,0.43823329359292984
Llama-3.2-3B,9,27,0.19970703125,0.23861045390367508,0.4383174851536751
Llama-3.2-3B,20,26,0.216796875,0.2216658629477024,0.4384627379477024
Llama-3.2-3B,12,17,0.21435546875,0.2247761059552431,0.4391315747052431
Llama-3.2-3B,8,13,0.212890625,0.22638983465731144,0.43928045965731144
Llama-3.2-3B,11,18,0.2109375,0.22975349985063076,0.44069099985063076
Llama-3.2-3B,11,13,0.20556640625,0.23523931577801704,0.44080572202801704
Llama-3.2-3B,7,27,0.19775390625,0.24334917590022087,0.44110308215022087
Llama-3.2-3B,3,27,0.19775390625,0.2434435412287712,0.4411974474787712
Llama-3.2-3B,4,27,0.201171875,0.24079559557139874,0.44196747057139874
Llama-3.2-3B,1,16,0.220703125,0.22130423597991467,0.44200736097991467
Llama-3.2-3B,20,18,0.2177734375,0.22459792345762253,0.44237136095762253
Llama-3.2-3B,20,25,0.24169921875,0.20080420188605785,0.44250342063605785
Llama-3.2-3B,4,16,0.216796875,0.22714127786457539,0.4439381528645754
Llama-3.2-3B,25,20,0.19677734375,0.24965764582157135,0.44643498957157135
Llama-3.2-3B,23,11,0.2197265625,0.22686128318309784,0.44658784568309784
Llama-3.2-3B,10,18,0.2197265625,0.22741572931408882,0.4471422918140888
Llama-3.2-3B,16,12,0.2138671875,0.23340368829667568,0.4472708757966757
Llama-3.2-3B,18,16,0.2197265625,0.22758054360747337,0.4473071061074734
Llama-3.2-3B,20,16,0.216796875,0.23102120868861675,0.44781808368861675
Llama-3.2-3B,14,27,0.20361328125,0.2445752415806055,0.4481885228306055
Llama-3.2-3B,3,4,0.208984375,0.23981929011642933,0.44880366511642933
Llama-3.2-3B,17,19,0.22265625,0.22649886272847652,0.4491551127284765
Llama-3.2-3B,7,16,0.2099609375,0.23986455611884594,0.44982549361884594
Llama-3.2-3B,23,10,0.20703125,0.24305975437164307,0.45009100437164307
Llama-3.2-3B,2,12,0.21826171875,0.23188547417521477,0.45014719292521477
Llama-3.2-3B,25,19,0.20166015625,0.24875394068658352,0.4504140969365835
Llama-3.2-3B,7,13,0.2119140625,0.2385296206921339,0.4504436831921339
Llama-3.2-3B,1,12,0.21875,0.2322130873799324,0.4509630873799324
Llama-3.2-3B,25,11,0.20263671875,0.24842995777726173,0.45106667652726173
Llama-3.2-3B,15,27,0.203125,0.24990319646894932,0.4530281964689493
Llama-3.2-3B,3,5,0.2216796875,0.232539189979434,0.454218877479434
Llama-3.2-3B,3,2,0.2177734375,0.23806206695735455,0.45583550445735455
Llama-3.2-3B,21,7,0.2197265625,0.23631853982806206,0.45604510232806206
Llama-3.2-3B,0,27,0.2060546875,0.2507770489901304,0.4568317364901304
Llama-3.2-3B,8,16,0.22265625,0.2345774732530117,0.4572337232530117
Llama-3.2-3B,19,26,0.23046875,0.22758984565734863,0.45805859565734863
Llama-3.2-3B,2,14,0.23193359375,0.226222712546587,0.458156306296587
Llama-3.2-3B,22,18,0.22802734375,0.2303301841020584,0.4583575278520584
Llama-3.2-3B,7,12,0.220703125,0.23770070634782314,0.45840383134782314
Llama-3.2-3B,20,12,0.21875,0.23986627534031868,0.4586162753403187
Llama-3.2-3B,10,13,0.21875,0.24201218783855438,0.4607621878385544
Llama-3.2-3B,14,10,0.21630859375,0.24468383006751537,0.4609924238175154
Llama-3.2-3B,19,13,0.21875,0.24277006648480892,0.4615200664848089
Llama-3.2-3B,24,19,0.2333984375,0.22883001156151295,0.46222844906151295
Llama-3.2-3B,5,14,0.22412109375,0.2395813688635826,0.4637024626135826
Llama-3.2-3B,9,10,0.21337890625,0.25100805424153805,0.46438696049153805
Llama-3.2-3B,26,22,0.2236328125,0.24084495194256306,0.46447776444256306
Llama-3.2-3B,6,14,0.23046875,0.2340403702110052,0.4645091202110052
Llama-3.2-3B,21,13,0.2236328125,0.24096686020493507,0.4645996727049351
Llama-3.2-3B,3,14,0.228515625,0.23645041324198246,0.46496603824198246
Llama-3.2-3B,22,13,0.2255859375,0.23946729861199856,0.46505323611199856
Llama-3.2-3B,16,14,0.224609375,0.24056411907076836,0.46517349407076836
Llama-3.2-3B,14,17,0.2333984375,0.23243887722492218,0.4658373147249222
Llama-3.2-3B,25,16,0.2080078125,0.25912278704345226,0.46713059954345226
Llama-3.2-3B,15,13,0.228515625,0.24015272222459316,0.46866834722459316
Llama-3.2-3B,21,15,0.2314453125,0.23806002736091614,0.46950533986091614
Llama-3.2-3B,16,17,0.2255859375,0.24458113126456738,0.4701670687645674
Llama-3.2-3B,25,10,0.1982421875,0.27200809866189957,0.47025028616189957
Llama-3.2-3B,16,7,0.2275390625,0.24387739785015583,0.47141646035015583
Llama-3.2-3B,7,15,0.2265625,0.2452028151601553,0.4717653151601553
Llama-3.2-3B,6,7,0.21484375,0.2573205232620239,0.4721642732620239
Llama-3.2-3B,0,15,0.2333984375,0.2397834099829197,0.4731818474829197
Llama-3.2-3B,23,18,0.2353515625,0.2408219762146473,0.4761735387146473
Llama-3.2-3B,16,27,0.21435546875,0.26193045265972614,0.47628592140972614
Llama-3.2-3B,11,7,0.2314453125,0.24497469887137413,0.47642001137137413
Llama-3.2-3B,18,7,0.23046875,0.24716234020888805,0.47763109020888805
Llama-3.2-3B,8,15,0.228515625,0.2498855646699667,0.4784011896699667
Llama-3.2-3B,20,14,0.2314453125,0.24748264253139496,0.47892795503139496
Llama-3.2-3B,14,18,0.23876953125,0.240683289244771,0.479452820494771
Llama-3.2-3B,1,14,0.236328125,0.24326750449836254,0.47959562949836254
Llama-3.2-3B,25,18,0.2158203125,0.26384468376636505,0.47966499626636505
Llama-3.2-3B,18,14,0.2421875,0.23914062604308128,0.4813281260430813
Llama-3.2-3B,19,18,0.2353515625,0.24635609611868858,0.4817076586186886
Llama-3.2-3B,23,7,0.2294921875,0.25234015099704266,0.48183233849704266
Llama-3.2-3B,19,10,0.224609375,0.2576690036803484,0.4822783786803484
Llama-3.2-3B,7,4,0.23046875,0.25382746011018753,0.48429621011018753
Llama-3.2-3B,7,14,0.24267578125,0.24240008182823658,0.4850758630782366
Llama-3.2-3B,18,19,0.240234375,0.24536067061126232,0.4855950456112623
Llama-3.2-3B,4,14,0.2412109375,0.24468488059937954,0.48589581809937954
Llama-3.2-3B,12,4,0.2265625,0.2594410590827465,0.4860035590827465
Llama-3.2-3B,4,12,0.2392578125,0.24866244941949844,0.48792026191949844
Llama-3.2-3B,0,13,0.23828125,0.25009036995470524,0.48837161995470524
Llama-3.2-3B,1,6,0.23828125,0.2501359339803457,0.4884171839803457
Llama-3.2-3B,24,26,0.240234375,0.24905807338654995,0.48929244838654995
Llama-3.2-3B,18,15,0.244140625,0.2453621607273817,0.4895027857273817
Llama-3.2-3B,17,14,0.2373046875,0.2536148149520159,0.4909195024520159
Llama-3.2-3B,13,18,0.2451171875,0.24616222269833088,0.4912794101983309
Llama-3.2-3B,0,6,0.234375,0.2579493187367916,0.4923243187367916
Llama-3.2-3B,23,13,0.23828125,0.2551871445029974,0.4934683945029974
Llama-3.2-3B,1,5,0.23828125,0.25540053471922874,0.49368178471922874
Llama-3.2-3B,8,14,0.248046875,0.24589240178465843,0.49393927678465843
Llama-3.2-3B,2,5,0.2392578125,0.2555719129741192,0.4948297254741192
Llama-3.2-3B,10,6,0.24560546875,0.2498152293264866,0.4954206980764866
Llama-3.2-3B,9,4,0.236328125,0.25954593531787395,0.49587406031787395
Llama-3.2-3B,17,7,0.23828125,0.2579113803803921,0.4961926303803921
Llama-3.2-3B,17,27,0.22216796875,0.27417334355413914,0.49634131230413914
Llama-3.2-3B,4,3,0.2412109375,0.2577451094985008,0.4989560469985008
Llama-3.2-3B,10,12,0.2421875,0.25724167935550213,0.49942917935550213
Llama-3.2-3B,13,12,0.251953125,0.25044479966163635,0.5023979246616364
Llama-3.2-3B,25,13,0.228515625,0.27585820853710175,0.5043738335371017
Llama-3.2-3B,21,4,0.240234375,0.26427922397851944,0.5045135989785194
Llama-3.2-3B,11,15,0.2421875,0.26255627907812595,0.504743779078126
Llama-3.2-3B,15,18,0.25,0.25485747307538986,0.5048574730753899
Llama-3.2-3B,24,18,0.2509765625,0.25388200022280216,0.5048585627228022
Llama-3.2-3B,0,12,0.248046875,0.25684821605682373,0.5048950910568237
Llama-3.2-3B,22,16,0.2392578125,0.2663796376436949,0.5056374501436949
Llama-3.2-3B,22,15,0.2412109375,0.2658657766878605,0.5070767141878605
Llama-3.2-3B,11,14,0.24560546875,0.26147705875337124,0.5070825275033712
Llama-3.2-3B,24,10,0.2373046875,0.2699461430311203,0.5072508305311203
Llama-3.2-3B,18,12,0.25,0.25787211023271084,0.5078721102327108
Llama-3.2-3B,21,12,0.2470703125,0.26090362668037415,0.5079739391803741
Llama-3.2-3B,9,16,0.24609375,0.26189447194337845,0.5079882219433784
Llama-3.2-3B,12,18,0.2490234375,0.2590695973485708,0.5080930348485708
Llama-3.2-3B,9,6,0.2509765625,0.2573710475116968,0.5083476100116968
Llama-3.2-3B,23,16,0.2470703125,0.2622630335390568,0.5093333460390568
Llama-3.2-3B,14,16,0.255859375,0.2540558073669672,0.5099151823669672
Llama-3.2-3B,19,16,0.251953125,0.2582819666713476,0.5102350916713476
Llama-3.2-3B,25,15,0.2333984375,0.2788136415183544,0.5122120790183544
Llama-3.2-3B,12,6,0.248046875,0.2655975390225649,0.5136444140225649
Llama-3.2-3B,26,18,0.2275390625,0.28611763566732407,0.5136566981673241
Llama-3.2-3B,6,5,0.251953125,0.26393431797623634,0.5158874429762363
Llama-3.2-3B,19,14,0.255859375,0.26004348136484623,0.5159028563648462
Llama-3.2-3B,7,5,0.2412109375,0.27482825703918934,0.5160391945391893
Llama-3.2-3B,11,16,0.24609375,0.2704432141035795,0.5165369641035795
Llama-3.2-3B,11,12,0.25146484375,0.26507829688489437,0.5165431406348944
Llama-3.2-3B,12,15,0.259765625,0.25752476043999195,0.517290385439992
Llama-3.2-3B,23,27,0.23291015625,0.2852583434432745,0.5181684996932745
Llama-3.2-3B,24,16,0.24365234375,0.27457113564014435,0.5182234793901443
Llama-3.2-3B,25,7,0.22998046875,0.2892906591296196,0.5192711278796196
Llama-3.2-3B,18,17,0.25,0.26936970837414265,0.5193697083741426
Llama-3.2-3B,18,4,0.2470703125,0.27245905064046383,0.5195293631404638
Llama-3.2-3B,22,14,0.259765625,0.2598422132432461,0.5196078382432461
Llama-3.2-3B,10,16,0.2568359375,0.26375018060207367,0.5205861181020737
Llama-3.2-3B,22,7,0.2568359375,0.2651479560881853,0.5219838935881853
Llama-3.2-3B,10,14,0.2568359375,0.26697171851992607,0.5238076560199261
Llama-3.2-3B,17,15,0.251953125,0.2736279256641865,0.5255810506641865
Llama-3.2-3B,15,7,0.255859375,0.2704000659286976,0.5262594409286976
Llama-3.2-3B,23,15,0.248046875,0.2788372617214918,0.5268841367214918
Llama-3.2-3B,15,14,0.2548828125,0.27358537167310715,0.5284681841731071
Llama-3.2-3B,26,9,0.23291015625,0.29577430337667465,0.5286844596266747
Llama-3.2-3B,24,11,0.265625,0.2632208541035652,0.5288458541035652
Llama-3.2-3B,19,15,0.2705078125,0.2594720870256424,0.5299798995256424
Llama-3.2-3B,1,3,0.2578125,0.27285590022802353,0.5306684002280235
Llama-3.2-3B,20,4,0.2587890625,0.2727583535015583,0.5315474160015583
Llama-3.2-3B,10,15,0.26171875,0.27084975130856037,0.5325685013085604
Llama-3.2-3B,0,5,0.25927734375,0.27386035583913326,0.5331376995891333
Llama-3.2-3B,16,15,0.25390625,0.27966812439262867,0.5335743743926287
Llama-3.2-3B,13,14,0.267578125,0.26733717881143093,0.5349153038114309
Llama-3.2-3B,16,4,0.2568359375,0.27856392227113247,0.5353998597711325
Llama-3.2-3B,17,12,0.2626953125,0.2735315393656492,0.5362268518656492
Llama-3.2-3B,10,4,0.259765625,0.27696177177131176,0.5367273967713118
Llama-3.2-3B,21,14,0.2666015625,0.27138650231063366,0.5379880648106337
Llama-3.2-3B,15,4,0.2587890625,0.28019957803189754,0.5389886405318975
Llama-3.2-3B,20,6,0.263671875,0.2755093276500702,0.5391812026500702
Llama-3.2-3B,8,12,0.265625,0.274579418823123,0.540204418823123
Llama-3.2-3B,13,4,0.263671875,0.277712257578969,0.541384132578969
Llama-3.2-3B,13,15,0.2646484375,0.27683602273464203,0.541484460234642
Llama-3.2-3B,23,14,0.2734375,0.26881376653909683,0.5422512665390968
Llama-3.2-3B,21,27,0.24853515625,0.29378143325448036,0.5423165895044804
Llama-3.2-3B,0,14,0.2744140625,0.26853679306805134,0.5429508555680513
Llama-3.2-3B,13,16,0.2646484375,0.2787548117339611,0.5434032492339611
Llama-3.2-3B,12,16,0.2783203125,0.26510257460176945,0.5434228871017694
Llama-3.2-3B,9,15,0.2666015625,0.27759511955082417,0.5441966820508242
Llama-3.2-3B,0,3,0.267578125,0.2776695117354393,0.5452476367354393
Llama-3.2-3B,26,19,0.251953125,0.29380958899855614,0.5457627139985561
Llama-3.2-3B,26,8,0.23779296875,0.3086110129952431,0.5464039817452431
Llama-3.2-3B,14,15,0.267578125,0.27994609251618385,0.5475242175161839
Llama-3.2-3B,9,14,0.2705078125,0.27842179127037525,0.5489296037703753
Llama-3.2-3B,24,7,0.2724609375,0.2809437923133373,0.5534047298133373
Llama-3.2-3B,12,14,0.2841796875,0.2699200864881277,0.5540997739881277
Llama-3.2-3B,4,6,0.263671875,0.29104357212781906,0.5547154471278191
Llama-3.2-3B,18,27,0.2568359375,0.2987952418625355,0.5556311793625355
Llama-3.2-3B,14,4,0.2705078125,0.2868677917867899,0.5573756042867899
Llama-3.2-3B,26,16,0.25,0.3074631281197071,0.5574631281197071
Llama-3.2-3B,22,27,0.255859375,0.30377140268683434,0.5596307776868343
Llama-3.2-3B,22,4,0.2734375,0.28737998753786087,0.5608174875378609
Llama-3.2-3B,19,7,0.2734375,0.2883319426327944,0.5617694426327944
Llama-3.2-3B,8,4,0.2734375,0.29131727665662766,0.5647547766566277
Llama-3.2-3B,5,3,0.27734375,0.2874815370887518,0.5648252870887518
Llama-3.2-3B,9,12,0.271484375,0.295822337269783,0.567306712269783
Llama-3.2-3B,11,6,0.28125,0.2863664384931326,0.5676164384931326
Llama-3.2-3B,20,27,0.26513671875,0.30274686962366104,0.567883588373661
Llama-3.2-3B,25,14,0.267578125,0.3014638349413872,0.5690419599413872
Llama-3.2-3B,15,16,0.2744140625,0.2953514866530895,0.5697655491530895
Llama-3.2-3B,19,27,0.26806640625,0.30203500017523766,0.5701014064252377
Llama-3.2-3B,17,18,0.2783203125,0.2919694520533085,0.5702897645533085
Llama-3.2-3B,18,6,0.2822265625,0.28808637894690037,0.5703129414469004
Llama-3.2-3B,21,6,0.27734375,0.2938896231353283,0.5712333731353283
Llama-3.2-3B,2,3,0.271484375,0.30150925926864147,0.5729936342686415
Llama-3.2-3B,12,5,0.2705078125,0.30319900810718536,0.5737068206071854
Llama-3.2-3B,14,7,0.2861328125,0.2885566782206297,0.5746894907206297
Llama-3.2-3B,13,7,0.28125,0.2966425847262144,0.5778925847262144
Llama-3.2-3B,21,5,0.2744140625,0.3044715393334627,0.5788856018334627
Llama-3.2-3B,17,4,0.2880859375,0.291323721408844,0.579409658908844
Llama-3.2-3B,11,4,0.2802734375,0.30029747635126114,0.5805709138512611
Llama-3.2-3B,20,5,0.2763671875,0.30437848530709743,0.5807456728070974
Llama-3.2-3B,19,4,0.28125,0.299677362665534,0.580927362665534
Llama-3.2-3B,23,4,0.2900390625,0.2938576675951481,0.5838967300951481
Llama-3.2-3B,15,6,0.2822265625,0.3035933095961809,0.5858198720961809
Llama-3.2-3B,24,13,0.2861328125,0.29986007139086723,0.5859928838908672
Llama-3.2-3B,22,12,0.2939453125,0.2953790482133627,0.5893243607133627
Llama-3.2-3B,24,15,0.287109375,0.30234273336827755,0.5894521083682775
Llama-3.2-3B,27,9,0.26611328125,0.3241591975092888,0.5902724787592888
Llama-3.2-3B,26,23,0.2998046875,0.29209112003445625,0.5918958075344563
Llama-3.2-3B,16,6,0.291015625,0.3019798956811428,0.5929955206811428
Llama-3.2-3B,25,12,0.2734375,0.3214998319745064,0.5949373319745064
Llama-3.2-3B,26,21,0.29296875,0.3030727840960026,0.5960415340960026
Llama-3.2-3B,0,2,0.30078125,0.29899408482015133,0.5997753348201513
Llama-3.2-3B,17,6,0.2998046875,0.30211624689400196,0.601920934394002
Llama-3.2-3B,22,6,0.296875,0.30649781227111816,0.6033728122711182
Llama-3.2-3B,12,13,0.30078125,0.3045205678790808,0.6053018178790808
Llama-3.2-3B,27,8,0.265625,0.3448934070765972,0.6105184070765972
Llama-3.2-3B,24,14,0.318359375,0.2930128499865532,0.6113722249865532
Llama-3.2-3B,17,5,0.298828125,0.31390539929270744,0.6127335242927074
Llama-3.2-3B,8,5,0.296875,0.3175256550312042,0.6144006550312042
Llama-3.2-3B,4,2,0.3095703125,0.3115824032574892,0.6211527157574892
Llama-3.2-3B,18,5,0.3056640625,0.31847915053367615,0.6241432130336761
Llama-3.2-3B,26,15,0.2880859375,0.3379394896328449,0.6260254271328449
Llama-3.2-3B,5,6,0.30859375,0.31851137802004814,0.6271051280200481
Llama-3.2-3B,11,5,0.30859375,0.31906480342149734,0.6276585534214973
Llama-3.2-3B,10,5,0.3076171875,0.32084115594625473,0.6284583434462547
Llama-3.2-3B,9,5,0.3037109375,0.3269777484238148,0.6306886859238148
Llama-3.2-3B,19,12,0.3056640625,0.32507606968283653,0.6307401321828365
Llama-3.2-3B,13,6,0.31640625,0.31550972163677216,0.6319159716367722
Llama-3.2-3B,24,6,0.3134765625,0.31978194788098335,0.6332585103809834
Llama-3.2-3B,14,6,0.3154296875,0.32230887934565544,0.6377385668456554
Llama-3.2-3B,16,5,0.3125,0.3256785571575165,0.6381785571575165
Llama-3.2-3B,23,6,0.31640625,0.32226479798555374,0.6386710479855537
Llama-3.2-3B,23,12,0.30859375,0.3301958627998829,0.6387896127998829
Llama-3.2-3B,27,11,0.2919921875,0.3482099436223507,0.6402021311223507
Llama-3.2-3B,27,7,0.2890625,0.35291936062276363,0.6419818606227636
Llama-3.2-3B,17,16,0.31640625,0.3257292788475752,0.6421355288475752
Llama-3.2-3B,26,11,0.296875,0.3473556861281395,0.6442306861281395
Llama-3.2-3B,23,5,0.3203125,0.3239549323916435,0.6442674323916435
Llama-3.2-3B,15,5,0.3154296875,0.3298940807580948,0.6453237682580948
Llama-3.2-3B,25,27,0.302734375,0.3475343622267246,0.6502687372267246
Llama-3.2-3B,24,12,0.3212890625,0.3298639617860317,0.6511530242860317
Llama-3.2-3B,26,20,0.310546875,0.34114691242575645,0.6516937874257565
Llama-3.2-3B,19,6,0.3193359375,0.3331090025603771,0.6524449400603771
Llama-3.2-3B,1,2,0.328125,0.32796760834753513,0.6560926083475351
Llama-3.2-3B,26,10,0.2880859375,0.36837656423449516,0.6564625017344952
Llama-3.2-3B,6,3,0.322265625,0.33536829240620136,0.6576339174062014
Llama-3.2-3B,24,4,0.330078125,0.33098800480365753,0.6610661298036575
Llama-3.2-3B,13,5,0.328125,0.33514031767845154,0.6632653176784515
Llama-3.2-3B,27,17,0.3154296875,0.3526996858417988,0.6681293733417988
Llama-3.2-3B,26,24,0.318359375,0.3511907383799553,0.6695501133799553
Llama-3.2-3B,25,6,0.3125,0.3608662709593773,0.6733662709593773
Llama-3.2-3B,27,10,0.2998046875,0.37587564066052437,0.6756803281605244
Llama-3.2-3B,26,7,0.3134765625,0.3640749678015709,0.6775515303015709
Llama-3.2-3B,24,5,0.3525390625,0.3580995500087738,0.7106386125087738
Llama-3.2-3B,19,5,0.3466796875,0.36439893022179604,0.711078617721796
Llama-3.2-3B,22,5,0.359375,0.3625976890325546,0.7219726890325546
Llama-3.2-3B,24,27,0.3408203125,0.3822122700512409,0.7230325825512409
Llama-3.2-3B,26,14,0.341796875,0.3829786367714405,0.7247755117714405
Llama-3.2-3B,5,2,0.365234375,0.35969579964876175,0.7249301746487617
Llama-3.2-3B,14,5,0.357421875,0.38154953718185425,0.7389714121818542
Llama-3.2-3B,27,16,0.349609375,0.3963213749229908,0.7459307499229908
Llama-3.2-3B,26,13,0.3515625,0.4027257077395916,0.7542882077395916
Llama-3.2-3B,4,5,0.369140625,0.3869546800851822,0.7560953050851822
Llama-3.2-3B,21,3,0.3798828125,0.3951430767774582,0.7750258892774582
Llama-3.2-3B,26,27,0.3740234375,0.4033437743782997,0.7773672118782997
Llama-3.2-3B,27,18,0.3720703125,0.41471925005316734,0.7867895625531673
Llama-3.2-3B,12,3,0.384765625,0.40433668717741966,0.7891023121774197
Llama-3.2-3B,20,3,0.3876953125,0.40473224222660065,0.7924275547266006
Llama-3.2-3B,25,5,0.37890625,0.4204963631927967,0.7994026131927967
Llama-3.2-3B,16,3,0.396484375,0.40935705229640007,0.8058414272964001
Llama-3.2-3B,15,3,0.392578125,0.4141271077096462,0.8067052327096462
Llama-3.2-3B,8,3,0.396484375,0.41116708144545555,0.8076514564454556
Llama-3.2-3B,27,19,0.38671875,0.42708634957671165,0.8138050995767117
Llama-3.2-3B,25,4,0.3876953125,0.43621042370796204,0.823905736207962
Llama-3.2-3B,17,3,0.4091796875,0.4169338159263134,0.8261135034263134
Llama-3.2-3B,18,3,0.4111328125,0.418922271579504,0.830055084079504
Llama-3.2-3B,27,15,0.39453125,0.43721556290984154,0.8317468129098415
Llama-3.2-3B,11,3,0.408203125,0.42448127269744873,0.8326843976974487
Llama-3.2-3B,9,3,0.412109375,0.4220176748931408,0.8341270498931408
Llama-3.2-3B,26,6,0.40234375,0.4328141547739506,0.8351579047739506
Llama-3.2-3B,7,3,0.427734375,0.42661646381020546,0.8543508388102055
Llama-3.2-3B,13,3,0.4267578125,0.43258824944496155,0.8593460619449615
Llama-3.2-3B,23,3,0.423828125,0.4379916526377201,0.8618197776377201
Llama-3.2-3B,26,5,0.41796875,0.44596975669264793,0.8639385066926479
Llama-3.2-3B,26,4,0.419921875,0.45880550891160965,0.8787273839116096
Llama-3.2-3B,6,2,0.4345703125,0.4473167024552822,0.8818870149552822
Llama-3.2-3B,14,3,0.431640625,0.4510936811566353,0.8827343061566353
Llama-3.2-3B,27,12,0.42578125,0.47836946323513985,0.9041507132351398
Llama-3.2-3B,27,4,0.423828125,0.49367035552859306,0.9174984805285931
Llama-3.2-3B,22,3,0.4482421875,0.47228604555130005,0.9205282330513
Llama-3.2-3B,10,3,0.455078125,0.46971604600548744,0.9247941710054874
Llama-3.2-3B,27,13,0.4375,0.49292851239442825,0.9304285123944283
Llama-3.2-3B,19,3,0.45703125,0.47520891204476357,0.9322401620447636
Llama-3.2-3B,27,20,0.4462890625,0.48695508390665054,0.9332441464066505
Llama-3.2-3B,27,21,0.4443359375,0.490243811160326,0.934579748660326
Llama-3.2-3B,27,6,0.439453125,0.4954736642539501,0.9349267892539501
Llama-3.2-3B,27,14,0.4521484375,0.4852529913187027,0.9374014288187027
Llama-3.2-3B,26,12,0.443359375,0.4976228103041649,0.9409821853041649
Llama-3.2-3B,27,5,0.4375,0.5096055194735527,0.9471055194735527
Llama-3.2-3B,7,2,0.4765625,0.4819008409976959,0.9584633409976959
Llama-3.2-3B,9,2,0.4970703125,0.4932583458721638,0.9903286583721638
Llama-3.2-3B,27,22,0.48046875,0.5125022791326046,0.9929710291326046
Llama-3.2-3B,8,2,0.5048828125,0.5174761973321438,1.0223590098321438
Llama-3.2-3B,24,3,0.5146484375,0.5302531868219376,1.0449016243219376
Llama-3.2-3B,12,2,0.517578125,0.5318908877670765,1.0494690127670765
Llama-3.2-3B,10,2,0.529296875,0.5353906713426113,1.0646875463426113
Llama-3.2-3B,15,2,0.5517578125,0.5543351843953133,1.1060929968953133
Llama-3.2-3B,21,2,0.578125,0.5909992009401321,1.1691242009401321
Llama-3.2-3B,20,2,0.5908203125,0.5905678197741508,1.1813881322741508
Llama-3.2-3B,27,23,0.591796875,0.6125485971570015,1.2043454721570015
Llama-3.2-3B,27,3,0.5888671875,0.6295473128557205,1.2184145003557205
Llama-3.2-3B,17,2,0.62109375,0.6158512830734253,1.2369450330734253
Llama-3.2-3B,16,2,0.6328125,0.6206437274813652,1.2534562274813652
Llama-3.2-3B,18,2,0.6337890625,0.6316034868359566,1.2653925493359566
Llama-3.2-3B,11,2,0.6337890625,0.6431324034929276,1.2769214659929276
Llama-3.2-3B,26,3,0.6162109375,0.6758618056774139,1.292072743177414
Llama-3.2-3B,14,2,0.650390625,0.6531057506799698,1.3034963756799698
Llama-3.2-3B,13,2,0.654296875,0.6548788659274578,1.3091757409274578
Llama-3.2-3B,25,3,0.6357421875,0.6830927804112434,1.3188349679112434
Llama-3.2-3B,19,2,0.6787109375,0.6878413110971451,1.366552248597145
Llama-3.2-3B,23,2,0.7275390625,0.7323161661624908,1.4598552286624908
Llama-3.2-3B,22,2,0.7353515625,0.754042886197567,1.489394448697567
Llama-3.2-3B,24,2,0.7568359375,0.7558653354644775,1.5127012729644775
Llama-3.2-3B,27,24,0.79296875,0.8449344262480736,1.6379031762480736
Llama-3.2-3B,26,2,1.037109375,1.0852380096912384,2.1223473846912384
Llama-3.2-3B,25,2,1.1396484375,1.1644877791404724,2.3041362166404724
Llama-3.2-3B,27,2,1.22265625,1.2597182840108871,2.482374534010887
Llama-3.2-3B,27,25,2.28515625,2.3421174436807632,4.627273693680763
Llama-3.2-3B,27,26,3.326171875,3.3836917877197266,6.709863662719727
Llama-3.2-3B,0,1,3.396484375,3.4639673829078674,6.860451757907867
Llama-3.2-3B,2,1,3.525390625,3.6046327352523804,7.13002336025238
Llama-3.2-3B,16,1,3.607421875,3.697566896677017,7.304988771677017
